gauge_id,gauge_name,main_effect_x1_NSE,main_effect_x2_NSE,main_effect_x3_NSE,main_effect_x4_NSE,total_effect_x1_NSE,total_effect_x2_NSE,total_effect_x3_NSE,total_effect_x4_NSE,main_effect_x1_logNSE,main_effect_x2_logNSE,main_effect_x3_logNSE,main_effect_x4_logNSE,total_effect_x1_logNSE,total_effect_x2_logNSE,total_effect_x3_logNSE,total_effect_x4_logNSE,main_effect_x1_avr,main_effect_x2_avr,main_effect_x3_avr,main_effect_x4_avr,total_effect_x1_avr,total_effect_x2_avr,total_effect_x3_avr,total_effect_x4_avr,obs_missing,start_date,end_date,river,area
15006,Tay at Ballathie,0.022742,0.14582,0.20694,0.15535,0.20809,0.38206,0.52083,0.2486,0.074041,0.13284,0.25229,0.0051814,0.38171,0.50279,0.69689,0.13577,0.061046,0.1639,0.29099,0.030509,0.30394,0.39529,0.68062,0.15401,0,1990-01-01,1999-12-31,River Tay,4586.79
15007,Tay at Pitnacree,0.13335,0.091336,0.26131,0.15412,0.27037,0.23354,0.51837,0.21317,0.067329,0.069235,0.27603,0.0071328,0.41168,0.4376,0.75338,0.15477,0.11538,0.047677,0.36146,0.055805,0.36562,0.19643,0.70962,0.17953,0,1990-01-01,1999-12-31,River Tay,1149.08
15010,Isla at Wester Cardean,0.023376,0.25935,0.1156,0.083897,0.15282,0.6692,0.51818,0.19058,0.036659,0.36737,0.097173,0.030044,0.35573,0.72145,0.46698,0.19625,0.023469,0.39175,0.12324,0.073232,0.17121,0.66239,0.47171,0.19979,0,1990-01-01,1999-12-31,River Isla,363.76
15011,Lyon at Comrie Bridge,0.13557,0.51303,0.033079,0.1351,0.15894,0.65275,0.17459,0.15068,0.02556,0.65479,0.040225,0.11082,0.13885,0.82578,0.20713,0.16748,0.034638,0.66689,0.0067827,0.14802,0.066009,0.80051,0.15551,0.17107,0,1990-01-01,1999-12-31,River Lyon,388.33
15012,Tummel at Pitlochry,0.034997,0.13657,0.28936,0.12734,0.2226,0.31455,0.5711,0.20618,0.098589,0.15683,0.27126,0.0023475,0.35468,0.48106,0.66465,0.11885,0.090286,0.17436,0.32058,0.016718,0.30058,0.37789,0.66311,0.12535,0,1990-01-01,1999-12-31,River Tummel,1666.33
15013,Almond at Almondbank,0.0067058,0.12427,0.03072,0.50492,0.083938,0.29245,0.20301,0.58373,0.11446,0.41471,0.06403,0.086229,0.34849,0.68476,0.32251,0.21593,0.063048,0.35917,0.060995,0.27937,0.17761,0.54834,0.28237,0.3769,0,1990-01-01,1999-12-31,River Almond,173.28
15014,Ardle at Kindrogan,0.02513,0.19456,0.018987,0.46754,0.15301,0.33132,0.18205,0.59324,0.033028,0.14845,0.10489,0.07954,0.46269,0.63768,0.59343,0.24875,0.039853,0.15023,0.084682,0.22319,0.29266,0.48378,0.47761,0.37188,0,1990-01-01,1999-12-31,River Ardle,105.54
15016,Tay at Kenmore,0.012459,0.36529,0.21185,0.066451,0.092742,0.44101,0.44696,0.20372,0.079975,0.19856,0.29386,0.00098384,0.27084,0.47,0.65515,0.1107,0.046985,0.26133,0.30459,0.0064737,0.1936,0.44464,0.61847,0.11127,0,1990-01-01,1999-12-31,River Tay,598.28
15021,Lunan Burn at Mill Bank,0.087518,0.080445,0.23343,0.0026118,0.34327,0.44173,0.70254,0.20545,0.15151,0.20618,0.15945,0.0010655,0.43221,0.52784,0.52249,0.22109,0.14729,0.11039,0.25382,0.0021169,0.36084,0.35809,0.6743,0.22104,10,1990-01-01,1999-12-31,River Lunan Burn,94.45
15023,Braan at Hermitage,0.082847,0.048386,0.092125,0.59376,0.15315,0.13478,0.19095,0.67308,0.27086,0.37691,0.094583,0.054375,0.40575,0.5584,0.2583,0.14724,0.24167,0.21249,0.12278,0.27153,0.31444,0.34349,0.26827,0.35199,0,1990-01-01,1999-12-31,River Braan,210.72
15024,Dochart at Killin,0.0022826,0.030366,0.043165,0.84827,0.02204,0.04638,0.085848,0.89439,0.099862,0.28416,0.23444,0.31254,0.15125,0.37004,0.31547,0.34673,0.019456,0.14044,0.13534,0.65835,0.038969,0.17754,0.19256,0.69512,0,1990-01-01,1999-12-31,River Dochart,232.57
15025,Ericht at Craighall,0.070016,0.22325,0.034471,0.39052,0.19511,0.379,0.2003,0.50584,0.038868,0.11877,0.14579,0.048261,0.47093,0.59971,0.66319,0.22085,0.062571,0.15545,0.11539,0.16789,0.32171,0.48074,0.52745,0.31783,0,1990-01-01,1999-12-31,River Ericht,437.4
15030,Dean Water at Dean Bridge,0.30821,0.14947,0.10479,0.089336,0.43592,0.42539,0.31337,0.29621,0.078725,0.17692,0.16961,0.0091328,0.40896,0.58236,0.64347,0.22207,0.19338,0.15398,0.12685,0.040083,0.40822,0.48485,0.53604,0.26015,0,1990-01-01,1999-12-31,River Dean Water,244.31
15039,Tilt at Marble Lodge,0.019456,0.68749,0.033934,0.16473,0.080378,0.80368,0.14984,0.19573,0.16137,0.30312,0.21008,0.007194,0.30089,0.56062,0.49985,0.083704,0.13628,0.40359,0.17717,0.021296,0.23871,0.62489,0.43384,0.085791,20,1990-01-01,1999-12-31,River Tilt,166.44
16001,Earn at Kinkell Bridge,0.025453,0.096148,0.070142,0.45903,0.15353,0.25958,0.25947,0.52164,0.056079,0.091773,0.1437,0.038649,0.52022,0.55327,0.66958,0.21328,0.057533,0.11205,0.14317,0.20981,0.31796,0.34435,0.52095,0.33958,0,1990-01-01,1999-12-31,River Earn,584.66
16003,Ruchill Water at Cultybraggan,0.0011256,0.020269,0.028261,0.80649,0.048255,0.059352,0.11627,0.89374,0.156,0.34961,0.16364,0.21678,0.236,0.47175,0.27943,0.27044,0.064267,0.19897,0.1176,0.53304,0.10444,0.27124,0.21907,0.59277,0,1990-01-01,1999-12-31,River Ruchill Water,101.07
16004,Earn at Forteviot Bridge,0.098342,0.1407,0.056338,0.49031,0.19141,0.2622,0.18344,0.55541,0.068939,0.10158,0.13454,0.036525,0.52276,0.55919,0.64816,0.21345,0.11,0.11566,0.11006,0.20745,0.35532,0.36859,0.46832,0.34177,0,1990-01-01,1999-12-31,River Earn,783.9
17001,Carron at Headswood,0.00384,0.1329,0.039406,0.61021,0.049706,0.22425,0.15973,0.69397,0.10807,0.57907,0.071817,0.085863,0.18334,0.73918,0.21114,0.13485,0.056048,0.45517,0.070666,0.29131,0.093163,0.58755,0.20817,0.34471,0.4,1990-01-01,1999-12-31,River Carron,121.14
17003,Bonny Water at Bonnybridge,0.011928,0.037379,0.044492,0.63587,0.10643,0.11984,0.18159,0.78314,0.034767,0.11462,0.1202,0.071242,0.49031,0.61811,0.60914,0.21993,0.020546,0.12962,0.053177,0.27352,0.2846,0.46998,0.41695,0.41292,0,1990-01-01,1999-12-31,River Bonny Water,51.49
17004,Ore at Balfour Mains,0.02161,0.21093,0.052117,0.090591,0.17099,0.7211,0.515,0.27257,0.037904,0.34438,0.10031,0.016438,0.35064,0.72287,0.49133,0.19924,0.037411,0.35477,0.090514,0.062438,0.1897,0.69951,0.48148,0.24218,0,1990-01-01,1999-12-31,River Ore,159.19
17005,Avon at Polmonthill,0.11975,0.077341,0.088911,0.50795,0.22366,0.15333,0.21015,0.66843,0.034245,0.16907,0.092135,0.062356,0.47347,0.66725,0.57956,0.23101,0.081081,0.1464,0.060793,0.23272,0.32538,0.49057,0.42403,0.39105,0,1990-01-01,1999-12-31,River Avon,194.81
17015,North Queich at Lathro,0.23377,0.10284,0.14041,0.44962,0.28658,0.1537,0.20643,0.52715,0.27508,0.32251,0.08587,0.053889,0.44471,0.54795,0.28209,0.18091,0.34331,0.14521,0.13014,0.20529,0.43851,0.29952,0.2804,0.30817,0.1,1990-01-01,1999-12-31,River North Queich,24.6
17018,Greens Burn at Damleys Cottage,0.04924,0.3504,0.10068,0.047827,0.1458,0.74466,0.44922,0.15231,0.052453,0.5197,0.059288,0.015979,0.26003,0.79956,0.32612,0.14968,0.020372,0.50981,0.086327,0.040697,0.10649,0.79359,0.38257,0.14869,0.6,1995-01-01,2004-12-31,River Greens Burn,10.35
18001,Allan Water at Kinbuck,0.023767,0.050836,0.047712,0.649,0.089924,0.1446,0.16107,0.73807,0.069175,0.26479,0.064938,0.11901,0.41515,0.63733,0.43403,0.27521,0.060513,0.18963,0.057687,0.37713,0.21227,0.39449,0.3044,0.49227,0,1990-01-01,1999-12-31,River Allan Water,160.29
18002,Devon at Glenochil,0.024118,0.19021,0.0621,0.40386,0.090445,0.40257,0.25679,0.49099,0.062425,0.46573,0.059233,0.0423,0.31514,0.75171,0.34315,0.18684,0.055492,0.4285,0.060076,0.18189,0.18113,0.64613,0.30062,0.29129,0,1990-01-01,1999-12-31,River Devon,178.68
18003,Teith at Bridge of Teith,0.042939,0.051695,0.10311,0.61178,0.093871,0.14277,0.23123,0.67688,0.079174,0.26692,0.11111,0.085625,0.41475,0.59928,0.44328,0.24809,0.07821,0.18057,0.13111,0.31982,0.24325,0.34685,0.35173,0.43425,0,1990-01-01,1999-12-31,River Teith,515.61
18008,Leny at Anie,0.063659,0.053857,0.16589,0.65848,0.091804,0.090934,0.22921,0.71205,0.21087,0.1682,0.24812,0.10888,0.40841,0.394,0.43086,0.23615,0.154,0.043289,0.2519,0.42314,0.22717,0.1325,0.35349,0.50157,0,1990-01-01,1999-12-31,River Leny,192.41
18010,Forth at Gargunnock,0.066817,0.061825,0.15478,0.59771,0.10486,0.14293,0.23559,0.6563,0.25387,0.38678,0.19608,0.064475,0.28917,0.49753,0.28554,0.090526,0.18948,0.24085,0.21424,0.28592,0.20987,0.33414,0.3004,0.32358,0,1990-01-01,1999-12-31,River Forth,391.3
18011,Forth at Craigforth,0.13145,0.038458,0.18651,0.57187,0.16387,0.094798,0.25099,0.62063,0.17951,0.33836,0.1585,0.099025,0.34773,0.54461,0.33291,0.19827,0.19452,0.15745,0.20916,0.31562,0.27311,0.27329,0.32628,0.38543,0,1990-01-01,1999-12-31,River Forth,1027.64
18014,Bannock Burn at Bannockburn,0.087113,0.038334,0.090781,0.64568,0.14964,0.095913,0.17119,0.7312,0.027737,0.10946,0.15482,0.045303,0.4985,0.57834,0.6579,0.21449,0.041868,0.11404,0.08847,0.22386,0.35475,0.45763,0.47262,0.37001,0,1990-01-01,1999-12-31,River Bannock Burn,25.37
18017,Monachyle Burn at Balquhidder,0.0036999,0.0057398,0.090367,0.83718,0.024656,0.014945,0.13972,0.90104,0.12719,0.25999,0.26352,0.2944,0.16357,0.33115,0.33286,0.32145,0.063191,0.089202,0.2134,0.60044,0.081923,0.11903,0.26496,0.64068,0,1985-01-01,1994-12-31,River Monachyle Burn,6.89
18018,Kirkton Burn at Balquhidder,0.0052139,0.032267,0.02825,0.82516,0.035369,0.060944,0.080238,0.87361,0.031305,0.1409,0.079796,0.23484,0.39661,0.49559,0.43985,0.36802,0.0088481,0.097927,0.052834,0.60207,0.13026,0.21784,0.21207,0.67592,0,1985-01-01,1994-12-31,River Kirkton Burn,7.01
19001,Almond at Craigiehall,0.089629,0.054608,0.08771,0.45404,0.20496,0.1781,0.25026,0.64887,0.053178,0.39295,0.050142,0.078445,0.32629,0.76083,0.37374,0.22337,0.082894,0.27638,0.063639,0.23866,0.22123,0.55646,0.33959,0.38858,0,1990-01-01,1999-12-31,River Almond,379.51
19006,Water of Leith at Murrayfield,0.029732,0.1209,0.039509,0.21091,0.20031,0.51219,0.41294,0.40071,0.017091,0.22986,0.13401,0.029125,0.41413,0.67532,0.60093,0.20233,0.026885,0.25852,0.11274,0.11042,0.25493,0.62023,0.54344,0.28575,0,1990-01-01,1999-12-31,River Water of Leith,102.28
19010,Braid Burn at Liberton,0.013873,0.10364,0.055311,0.10273,0.26594,0.66378,0.5373,0.30667,0.049511,0.097881,0.26832,0.0090624,0.4088,0.51659,0.75211,0.16265,0.048013,0.14556,0.24359,0.047942,0.30549,0.48432,0.70236,0.21831,0,1990-01-01,1999-12-31,River Braid Burn,15.4
19017,Gogar Burn at Turnhouse,0.091478,0.068704,0.082753,0.30453,0.24644,0.28948,0.31171,0.53362,0.17714,0.48736,0.086814,0.029987,0.26245,0.69882,0.26256,0.12059,0.18175,0.33862,0.10915,0.12723,0.23775,0.55626,0.3057,0.26068,1.5,1990-01-01,1999-12-31,River Gogar Burn,40.31
19020,Almond at Whitburn,0.10595,0.0378,0.10609,0.57711,0.19488,0.087885,0.2259,0.74574,0.17883,0.45204,0.099965,0.093666,0.25721,0.63134,0.24891,0.16049,0.19209,0.2591,0.13223,0.27379,0.2389,0.39444,0.26805,0.36221,0,1990-01-01,1999-12-31,River Almond,32.03
20002,West Peffer Burn at Luffness,0.015718,0.21316,0.03261,0.050188,0.2028,0.792,0.5266,0.31968,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1990-01-01,1999-12-31,River West Peffer Burn,25.51
20003,Tyne at Spilmersford,0.013961,0.23565,0.034509,0.076585,0.18474,0.75702,0.49928,0.27266,0.039817,0.59476,0.038226,0.014499,0.1703,0.86605,0.28101,0.14191,0.025803,0.51349,0.039376,0.045718,0.11348,0.84102,0.34873,0.19779,0,1990-01-01,1999-12-31,River Tyne,162.77
20007,Gifford Water at Lennoxlove,0.014278,0.17175,0.028328,0.14882,0.1922,0.62144,0.45104,0.35455,0.035981,0.48757,0.087071,0.010666,0.23136,0.78327,0.37813,0.17107,0.032591,0.45839,0.076356,0.05549,0.15996,0.76913,0.39984,0.21951,0,1990-01-01,1999-12-31,River Gifford Water,67.78
2001,Helmsdale at Kilphedir,0.020388,0.16634,0.040918,0.24063,0.13842,0.54309,0.37419,0.39834,0.016618,0.2796,0.083984,0.057018,0.39782,0.72394,0.52642,0.21911,0.020184,0.29206,0.077974,0.15093,0.21398,0.64275,0.4692,0.30552,0,1990-01-01,1999-12-31,River Helmsdale,553.24
2002,Brora at Bruachrobie,0.11301,0.091786,0.11542,0.52699,0.1776,0.18253,0.22233,0.65765,0.24001,0.42563,0.12043,0.057936,0.29703,0.58685,0.24633,0.10575,0.24293,0.22141,0.16175,0.24285,0.27889,0.35975,0.28276,0.31996,0,1995-01-01,2004-12-31,River Brora,423.48
21003,Tweed at Peebles,0.070404,0.141,0.067963,0.242,0.19491,0.4782,0.36999,0.37012,0.056942,0.23142,0.11809,0.023998,0.45352,0.64494,0.54508,0.20013,0.081116,0.25031,0.11024,0.11936,0.28829,0.54494,0.47869,0.27624,0,1990-01-01,1999-12-31,River Tweed,698.12
21006,Tweed at Boleside,0.11347,0.094377,0.089739,0.38192,0.22021,0.29504,0.26301,0.50379,0.035004,0.14336,0.12059,0.032903,0.50131,0.63323,0.62856,0.20571,0.077844,0.16117,0.10111,0.1674,0.33109,0.48796,0.49346,0.32472,0,1990-01-01,1999-12-31,River Tweed,1505.54
21008,Teviot at Ormiston Mill,0.21388,0.093223,0.11228,0.2888,0.32838,0.27445,0.26457,0.44768,0.15877,0.30214,0.078996,0.033085,0.44501,0.64426,0.40303,0.18905,0.23481,0.1924,0.10537,0.14199,0.37792,0.44669,0.37208,0.29594,0,1990-01-01,1999-12-31,River Teviot,1121.55
21009,Tweed at Norham,0.14436,0.1153,0.089484,0.19576,0.28699,0.44073,0.35074,0.37292,0.054558,0.19035,0.10534,0.0189,0.48319,0.65581,0.59827,0.19583,0.11643,0.19174,0.10255,0.099382,0.33514,0.53262,0.51423,0.28131,0,1990-01-01,1999-12-31,River Tweed,4398.76
21011,Yarrow Water at Philiphaugh,0.006173,0.19561,0.041213,0.33862,0.10482,0.45569,0.28095,0.42368,0.023885,0.19677,0.099589,0.033403,0.49828,0.66135,0.57608,0.20533,0.019437,0.27976,0.08156,0.18661,0.24122,0.54666,0.4289,0.31964,0,1990-01-01,1999-12-31,River Yarrow Water,232.46
21012,Teviot at Hawick,0.2066,0.10838,0.11743,0.466,0.27221,0.17131,0.19991,0.56212,0.2255,0.25745,0.08789,0.06476,0.48522,0.55754,0.35672,0.20346,0.29348,0.11336,0.1214,0.24831,0.41676,0.29227,0.30957,0.36109,0,1990-01-01,1999-12-31,River Teviot,324.42
21013,Gala Water at Galashiels,0.29145,0.14889,0.11569,0.19302,0.40334,0.33235,0.27053,0.34719,0.22001,0.27601,0.091202,0.021194,0.45767,0.58181,0.3886,0.1956,0.3215,0.15166,0.11703,0.092513,0.46185,0.38991,0.37453,0.26127,0,1990-01-01,1999-12-31,River Gala Water,205.44
21015,Leader Water at Earlston,0.13633,0.10101,0.071695,0.15127,0.31953,0.47462,0.41522,0.36111,0.18512,0.39484,0.075136,0.017714,0.35859,0.66431,0.33047,0.17315,0.20658,0.27273,0.091724,0.075797,0.32729,0.54831,0.38487,0.25402,0,1990-01-01,1999-12-31,River Leader Water,239.11
21016,Eye Water at Eyemouth Mill,0.12137,0.081888,0.048584,0.16447,0.31151,0.43866,0.37805,0.45166,0.14211,0.46887,0.078688,0.015434,0.24726,0.73067,0.30698,0.17821,0.16557,0.32752,0.085954,0.071939,0.25049,0.62733,0.35247,0.27797,0,1990-01-01,1999-12-31,River Eye Water,118.93
21017,Ettrick Water at Brockhoperig,0.030346,0.040719,0.075928,0.74362,0.083184,0.069313,0.16663,0.85062,0.099462,0.18674,0.12751,0.25438,0.33486,0.45398,0.36964,0.37863,0.080529,0.060509,0.11909,0.54593,0.17594,0.17479,0.26692,0.64085,0,1990-01-01,1999-12-31,River Ettrick Water,38.59
21018,Lyne Water at Lyne Station,0.11433,0.11322,0.060982,0.21874,0.26091,0.45052,0.34786,0.39567,0.035671,0.16958,0.15868,0.019725,0.44671,0.61703,0.64491,0.198,0.076006,0.19434,0.12477,0.097934,0.31448,0.54539,0.5558,0.27829,0,1990-01-01,1999-12-31,River Lyne Water,174
21022,Whiteadder Water at Hutton Castle,0.059132,0.084459,0.036398,0.20016,0.27041,0.45185,0.40107,0.42735,0.046532,0.22257,0.16197,0.014508,0.37504,0.63028,0.62657,0.22204,0.069955,0.21577,0.12084,0.084612,0.28778,0.57981,0.56749,0.29478,0,1990-01-01,1999-12-31,River Whiteadder Water,502.23
21023,Leet Water at Coldstream,0.12349,0.067731,0.0683,0.18343,0.31355,0.3615,0.33901,0.49411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1990-01-01,1999-12-31,River Leet Water,112.95
21024,Jed Water at Jedburgh,0.14589,0.081795,0.090707,0.31976,0.28902,0.27301,0.2686,0.50424,0.040619,0.29125,0.083349,0.040541,0.41259,0.71463,0.5111,0.2077,0.084824,0.24632,0.07432,0.13147,0.31891,0.6042,0.46108,0.30217,0,1990-01-01,1999-12-31,River Jed Water,139.95
